title,artist_name,artist_date,artwork_date,accession_num,art_medium,info_link,img_link
Mirror with Twin Dragons and Lotus Blossoms,,,1338,1995.388 ,Bronze,https://www.clevelandart.org/art/1995.388,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E860596FE04B2FB050B5B489F2CCA8374F96812AB02166CE76&s=24247294&se=1784048109&v=4&f=1995.388_o10.jpg
Small Erotic Mirror,,,late 1200s-mid-1300s,1995.391 ,Bronze,https://www.clevelandart.org/art/1995.391,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8FAEC2387F1C31E6A7725C34C29B60A43E69D6EE16347A48F&s=24247294&se=663729948&v=5&f=1995.391_o10.jpg
Animal-and-Grape Mirror,,,early 12th Century-mid 13th Century,1995.392 ,Bronze,https://www.clevelandart.org/art/1995.392,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E873775C060250DC08B7E9A06088D01EFB057FFE888744CDC7&s=24247294&se=663729948&v=6&f=1995.392_o10.jpg
Octafoil Mirror with Avian and Floral Motifs,,,early to mid 10th Century,1995.394 ,Bronze,https://www.clevelandart.org/art/1995.394,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E83696F9CC308E86FE95F01C214B3D7539DDAF58133843F522&s=24247294&se=663729948&v=5&f=1995.394_o10.jpg
"Mirror with Four Nipples, Four Quasi-Dragons, and Birds",,,mid-1300s–mid-1600s,1995.393 ,Bronze,https://www.clevelandart.org/art/1995.393,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E864102EB3BB5FE4E6C02413D3DD974EB56D7B7B2243BE898D&s=24247294&se=1784048109&v=5&f=1995.393_o10.jpg
Jar with Floral Decoration,,,c. 700–750,1996.3 ,Stone,https://www.clevelandart.org/art/1996.3,https://piction.clevelandart.org/cma/ump.di?e=64F4B2219FEC97ED3D28AE1E42B3C52322BE867F80AB62CF3F5958E2EA2C3528&s=24247294&se=663729948&v=4&f=1996.3_o10.jpg
"Mirror with Handle, Decorated with ""Double Happiness"" and Five Bats",Tang Wanheng,"(Chinese, active c. 1800)",c. 1800,1995.401 ,Brass,https://www.clevelandart.org/art/1995.401,https://piction.clevelandart.org/cma/ump.di?e=8147802C40E0A9C5BF300A7E692B2404D24376C2D3710E217E82D71877A9A02B&s=24247294&se=1784048109&v=5&f=1995.401_o10.jpg
Mirror with Confucian Maxim,,,1400s,1995.395 ,Bronze,https://www.clevelandart.org/art/1995.395,https://piction.clevelandart.org/cma/ump.di?e=6C7D896C051051E8643DD0296678F41D7652491EC8A24632AE30350A5F760044&s=24247294&se=1784048109&v=4&f=1995.395_o10.jpg
Buffalo and Boy in Autumnal Landscape,Yan Ciping,"(Chinese, active 1164–1187)",1127–1279,1997.86 ,Album leaf; ink and light color on silk,https://www.clevelandart.org/art/1997.86,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1ADD3FB2D770E1C9FC032C9CDE4718AE3A016758199DF1F21&s=24247294&se=1707839704&v=5&f=1997.86_o10.jpg
Watching the Deer by a Pine Shaded Stream,Ma Yuan,"(Chinese, c. 1150-after 1255)",1127–1279,1997.88 ,Album leaf; ink and light color on silk,https://www.clevelandart.org/art/1997.88,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD12182B2810EEC91025768DB104031D12E0FA957201F9BA52C&s=24247294&se=1573793027&v=2&f=1997.88_o10.jpg
Magpies and Wild Rabbits,Li Yong,"(Chinese, active 1200s)",1200s,1997.87 ,"Album leaf, ink and light color on silk",https://www.clevelandart.org/art/1997.87,https://piction.clevelandart.org/cma/ump.di?e=45E7193E6DD7437C3BB51FA2161731222C2D2CF863BC97AABB840C4039B49015&s=24247294&se=897422329&v=3&f=%5Cd5925%5Cu299559258%5C1997.87_o10.jpg
Full Sail on the Misty River,Xia Sheng,"(Chinese, active 1200s)",1200s,1997.90 ,"Fan painting, ink on silk",https://www.clevelandart.org/art/1997.90,https://piction.clevelandart.org/cma/ump.di?e=45E7193E6DD7437C3A636A077AE0AF9D84A632E72CDB55D1C5DFF7C8266F889F&s=24247294&se=1707839704&v=3&f=%5Cd5957%5Cu299559576%5C1997.90_o10.jpg
Quails and Sparrows in an Autumn Scene,Wang Yuan,"(Chinese, c. 1299-after 1366)",1347,1997.91 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1997.91,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD145D0232DF4156AEA841007175FC7A033231DD6888AF62319&s=24247294&se=897422329&v=10&f=1997.91_o10.jpg
Drinking in the Moonlight,Ma Yuan,"(Chinese, c. 1150-after 1255)",late 1100s–early 1200s,1997.89 ,Album leaf; ink on silk,https://www.clevelandart.org/art/1997.89,https://piction.clevelandart.org/cma/ump.di?e=C8021387EE08F630A3BC31851FEE7CD54755063DEE46DADDE88386D19F652B2B&s=24247294&se=913805914&v=3&f=%5Cd8958%5Cu282589584%5C1997.89_o10.jpg
Fishermen-Hermits in Stream and Mountain,Zhao Yong,"(Chinese, c. 1289-c. 1362)",1300s,1997.93 ,Hanging scroll; ink and color on silk,https://www.clevelandart.org/art/1997.93,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1FD2FBAFE6F5DB3AF7ECC1DC82D9AE51855C36DBBB728D092&s=24247294&se=309533368&v=6&f=1997.93_o10.jpg
Writing Books under the Pine Trees,Wang Meng,"(Chinese, c. 1308–1385)",c. 1308–85,1997.94 ,Album leaf; ink and color on paper,https://www.clevelandart.org/art/1997.94,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1438AEF14BE1B6530A3BE3DF967E300911220BDE14525DCDF&s=24247294&se=1818762997&v=7&f=1997.94_o10.jpg
Buddha's Conversion of Five Bhiksu,Li Sheng,"(Chinese, active c. 1324-after 1375)",mid-1300s,1997.92 ,"Handscroll, ink on paper",https://www.clevelandart.org/art/1997.92,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD130930466E291E207FB859B5EA67A69CBE0EE693041791CDD&s=24247294&se=1799166038&v=6&f=1997.92_o10.jpg
Mountains of the Immortals,Chen Ruyan,"(Chinese, c. 1331–1371)",1279–1368,1997.95 ,Handscroll; ink and color on silk,https://www.clevelandart.org/art/1997.95,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD14CB46FCCA7C238281364971C5B6F6A9EB310635FC6DEE87D&s=24247294&se=1338017839&v=8&f=1997.95_o10.jpg
Landscape with Bamboo,Song Ke,"(Chinese, 1327–1387)",1300s,1997.97 ,Handscroll; ink on paper,https://www.clevelandart.org/art/1997.97,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1B5307F391615E9D0808D697AC4FD722F58970B5EB0241DFE&s=24247294&se=1573793027&v=11&f=1997.97_o10.jpg
A Scholar's Retreat amid Autumn Trees,Wang Fu,"(Chinese, 1362–1416)",c. 1403,1997.98 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1997.98,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD14C239149EF7DE805E83888788AA98960154C904FFE558951&s=24247294&se=1707839704&v=7&f=1997.98_o10.jpg
Streams and Mountains,Xu Ben,"(Chinese, 1335–1380)",1372,1997.96 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1997.96,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD17D878767CF83B443AA90C4C816C6E473A2F4522496FB66C7&s=24247294&se=897422329&v=9&f=1997.96_o10.jpg
Yellow Chrysanthemums and Red Osmanthus in the Style of Wang Yuan,Shen Zhou,"(Chinese, 1427–1509)",1468,1997.100 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1997.100,https://piction.clevelandart.org/cma/ump.di?e=C4FDB92EAE3E92E83FEC7A7E0417EF17D1148ABAC249B78232A3C47CD926067B&s=24247294&se=888741988&v=0&f=1997.100_o10.jpg
The Nine Elders of the Mountain of Fragrance,Xie Huan,"(Chinese, c. 1370-c.1450)",1426–52,1997.99 ,"Handscroll, ink and color on silk",https://www.clevelandart.org/art/1997.99,https://piction.clevelandart.org/cma/ump.di?e=B51B2FD5DDBFAFA0C876B6B329C8FDCCA2D3B86A40FA9F8B3E9BB1969BD35978&s=24247294&se=1215636534&v=1&f=%5Cd7256%5Cu228272568%5C1997.99_o10.jpg
Flowering Crab Apple,Shen Zhou,"(Chinese, 1427–1509)",1500,1997.101 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1997.101,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1B30371E171E937C5B711B27E8B42F02793BB39A506C92BA9&s=24247294&se=883640108&v=7&f=1997.101_o10.jpg
Old Trees by a Wintry Brook,Wen Zhengming,"(Chinese, 1470–1559)",1551,1997.102 ,"Hanging scroll, ink and light color on paper",https://www.clevelandart.org/art/1997.102,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1421562A5D12FDD9C394E46B6582164E9CD4418770DFCDFD2&s=24247294&se=897422329&v=4&f=1997.102_o10.jpg
Washing the Feet (from the Dusty World),Wen Boren,"(Chinese, 1502–1575)",1570,1997.103 ,"Hanging scroll mounted on a panel, ink and color on paper",https://www.clevelandart.org/art/1997.103,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD135A8B96DF16A956B681A912BA291E6BC7015BB1E2FEDDCDF&s=24247294&se=888741988&v=6&f=1997.103_o10.jpg
Mountain Village Embraced by the Summer,Wang Shimin,"(Chinese, 1592–1680)",1659,1997.104 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1997.104,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD15EB6B10228A7417EDC374C0A0F0DAFCB434FC0354332FB66&s=24247294&se=897422329&v=5&f=1997.104_o10.jpg
Horse's Head,,,206 BC-AD 220,1997.115 ,Earthenware,https://www.clevelandart.org/art/1997.115,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD190FA5C0D3DA7E4436D74F31D95581D81C96E45C5BCD9F5D4&s=24247294&se=663729948&v=3&f=1997.115_o10.jpg
Shade of Pines in a Cloudy Valley,Wang Jian,"(Chinese, 1598–1677)",1660,1997.105 ,Hanging scroll; ink on paper,https://www.clevelandart.org/art/1997.105,https://piction.clevelandart.org/cma/ump.di?e=E6BB29CD4AAB4CD1D2DEBD8115F7936EFA5736C2BCB96E9AD46D61A8AC4EE3AE&s=24247294&se=897422329&v=4&f=1997.105_o10.jpg
Fragment of Bodhisattva Head,,,possibly AD 400s–600s,1997.116 ,Sandstone,https://www.clevelandart.org/art/1997.116,https://piction.clevelandart.org/cma/ump.di?e=DF73A405762FDAD68BA2B3A0B4A6AC84945BCE7EF36D288831EBF129282637A1&s=24247294&se=792573221&v=1&f=%5Cd3663%5Cu3436638%5C1997.116_o10.jpg
Double Cabinet,,,1600s,1997.124 ,Red lacquer on wood with pigment and gilding,https://www.clevelandart.org/art/1997.124,https://piction.clevelandart.org/cma/ump.di?e=A05CBA408D08200221F97A69C49ED8D0EB729818A1A83ACE1F6B2EB4EC5A189A&s=24247294&se=166542550&v=3&f=%5Cd1366%5Cu262913666%5C1997.124_o10.jpg
Set of Bells with Diamond-Shaped Insignia,,,300s–100s BC,1998.77 ,Bronze,https://www.clevelandart.org/art/1998.77,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664E0BDAA8EA65112000E1AA04E29C54049460D3771837050EFA&s=24247294&se=342442620&v=3&f=%5Cd4990%5Cu19049900%5C1998.77_o10.jpg
Eighteen Views of Huzhou,Song Xu,"(Chinese, 1525-c. 1606)",c. 1588,1998.78 ,Album of eighteen leaves; ink and color on silk,https://www.clevelandart.org/art/1998.78,https://piction.clevelandart.org/cma/ump.di?e=8C2181F215DB89C16DB2D14239EED8EA914A848D3400EBC502B4D778FAE82F7E&s=24247294&se=663729948&v=0&f=1998.78_o10.jpg
Hall of Lofty Pines,Wang Hui,"(Chinese, 1632–1717)",1703,1997.106 ,"Handscroll, ink on paper",https://www.clevelandart.org/art/1997.106,https://piction.clevelandart.org/cma/ump.di?e=4200CC77BCC40E8EBACC06A3A3921EF693A13618D62C58B70EDDEC697295534B&s=24247294&se=897422329&v=1&f=%5Cd8703%5Cu251087038%5C1997.106_o10.jpg
Landscape,Shao Gao,"(Chinese, c. 1595-c. 1643)",1626,1998.95 ,"Folding fan, ink and color on gold paper",https://www.clevelandart.org/art/1998.95,https://piction.clevelandart.org/cma/ump.di?e=BDFDD69D477608B1ADF61C34732BAC248B90A152B650041C4BE7586891616E59&s=24247294&se=897422329&v=6&f=1998.95_o10.jpg
"Battle Scenes of the Quelling of Rebellions in the Western Regions, with Imperial Poems",Giuseppe Castiglione,"(Italian, 1688–1766)",c. 1765–74,1998.103 ,"Etchings, mounted in album form, 16 leaves plus two additional leaves of inscriptions",https://www.clevelandart.org/art/1998.103,https://piction.clevelandart.org/cma/ump.di?e=81003902CD9829F3D6C78C74FDBC51B3C49BD79949BE2A6B7BB3AFD22E8AC90F&s=24247294&se=1659697228&v=1&f=%5Cd1419%5Cu213514196%5C1998.103_o10.jpg
Poem on Imperial Gift of an Embroidered Silk: Calligraphy in Cursive Script Style (xingshu),Wen Zhengming,"(Chinese, 1470–1559)",c. 1525,1998.169 ,"Hanging scroll, ink on paper",https://www.clevelandart.org/art/1998.169,https://piction.clevelandart.org/cma/ump.di?e=33B458E6429A5D59F70994D4FE5B6DAB7F27191FDAE9914514CBAFE55E12C917&s=24247294&se=1048690644&v=6&f=1998.169_o10.jpg
Brush Holder,,,1800s,1990.36 ,Spinach jade,https://www.clevelandart.org/art/1990.36,https://piction.clevelandart.org/cma/ump.di?e=200F1C6F760C768B4C77CB1EE382F58731B0575BA594075E8F87A673D10DAE12&s=24247294&se=1280314936&v=0&f=1990.36_o10.jpg
Plate,,,1736–95,1998.280 ,"Porcelain, with celadon glaze",https://www.clevelandart.org/art/1998.280,https://piction.clevelandart.org/cma/ump.di?e=4B241336CD74C170D512B2C7C7D9D9B91A057A507F899AC0220BA101DA816AE1&s=24247294&se=860783020&v=5&f=1998.280_o10.jpg
Pill Box,,,c. 1752,1998.281 ,Porcelain with blue and white decoration,https://www.clevelandart.org/art/1998.281,https://piction.clevelandart.org/cma/ump.di?e=842049C726F997BA33F89CBAC6DC578FEAE44C592D6505C6E05DD3E540F800EA&s=24247294&se=2040367084&v=1&f=%5Cd5734%5Cu228457344%5C1998.281_o10.jpg
Tea Cup,,,c. 1690,1998.282 ,Porcelain with blue and white decoration,https://www.clevelandart.org/art/1998.282,https://piction.clevelandart.org/cma/ump.di?e=4B241336CD74C1703DA59AA83895A0CE7EDE3ED352FA59A0978F86E420CD9092&s=24247294&se=2040367084&v=7&f=1998.282_o10.jpg
Saucer,,,c. 1690,1998.283 ,Porcelain with blue and white decoration,https://www.clevelandart.org/art/1998.283,https://piction.clevelandart.org/cma/ump.di?e=4B241336CD74C170138886E334D72AC71F29CB2003A90BCCE6B9DB4F8B3C2A36&s=24247294&se=2040367084&v=7&f=1998.283_o10.jpg
Bowl,,,c. 1690,1998.284 ,Porcelain with gray glaze,https://www.clevelandart.org/art/1998.284,https://piction.clevelandart.org/cma/ump.di?e=4B241336CD74C17089F67B25CDA7C47A08CD212DA305B32691DC4EC7A1489156&s=24247294&se=2040367084&v=6&f=1998.284_o10.jpg
Pipa (Loquats),Xugu,"(Chinese, 1823–1896)",c. 1888–89,1999.6 ,Hanging scroll; ink and color on paper,https://www.clevelandart.org/art/1999.6,https://piction.clevelandart.org/cma/ump.di?e=2164CEA9C7480607503D78FA332E62692897E772F32F83AA1BA0215F145B1D7B&s=24247294&se=2082215086&v=5&f=1999.6_o10.jpg
Autumn Landscape,Yang Borun,"(Chinese, 1837–1911)",late 1800s–1911,1999.14 ,"Hanging scroll, ink and color on paper",https://www.clevelandart.org/art/1999.14,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994CBFA82A18F3F823DE86862C0C26522B86BE38DE8E8F95A79F&s=24247294&se=454225201&v=0&f=1999.14_o10.jpg
"On Happiness, Calligraphy in Seal Script Style (zhuanshu)",Yang Yisun,"(Chinese, 1813–1881)",1871,1999.174 ,"Hanging scrolls, ink on paper",https://www.clevelandart.org/art/1999.174,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994C42C72FD6D3C3A4575B0A0B9199262EB69C3F840D93E9E11D&s=24247294&se=897422329&v=0&f=1999.174_o10.jpg
Mirror with Flowers and Birds in Gold and Silver Cutouts over a Lacquer Base,,,mid-700s,1999.217 ,Bronze with gold and silver cutouts,https://www.clevelandart.org/art/1999.217,https://piction.clevelandart.org/cma/ump.di?e=26F1C6B95AC62E04E64DF6524BB978A0B85678F7936E3C9746B96788E5247F04&s=24247294&se=1784048109&v=5&f=1999.217_o10.jpg
Miniature Square Mirror,,,581–618,1999.219 ,Bronze,https://www.clevelandart.org/art/1999.219,https://piction.clevelandart.org/cma/ump.di?e=26F1C6B95AC62E043FDDCA03785043AF38C5A8803A1D968885EAE282FFC53497&s=24247294&se=1784048109&v=5&f=1999.219_o10.jpg
Double-tier Mirror,,,300s BC,1999.220 ,Bronze,https://www.clevelandart.org/art/1999.220,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464B75AC49DF3A99672DAF0430C5569D005EDAC68100EC15BC70&s=24247294&se=1784048109&v=6&f=1999.220_o10.jpg
Miniature Mirror with Grape Decoration,,,600s,1999.218 ,Bronze,https://www.clevelandart.org/art/1999.218,https://piction.clevelandart.org/cma/ump.di?e=26F1C6B95AC62E04E0FE96A0EAAD06A155FB0B0E1376E392165BB9F18313D4C2&s=24247294&se=1784048109&v=5&f=1999.218_o10.jpg
Herdboys and Buffalo in Landscapes,Guo Min,"(Chinese, mid-late 1200s)",1200s,1999.216 ,Pair of hanging scrolls; ink on silk,https://www.clevelandart.org/art/1999.216,https://piction.clevelandart.org/cma/ump.di?e=B8FEAAA8F15D52935A29F67D863F8E27651CF50CB682F7E94A1F5657BD398E2B&s=24247294&se=792573221&v=1&f=%5Cd6541%5Cu221065418%5C1999.216_o10.jpg
Three Purities,Zhang Xiong,"(Chinese, 1803–1886)",1800s,1999.193 ,"Hanging scroll, ink and color on paper",https://www.clevelandart.org/art/1999.193,https://piction.clevelandart.org/cma/ump.di?e=3C003D0B61A0994CE87E4C5D7F4AC804A7068C24F09020B43BD41903A4AA8628&s=24247294&se=1215636534&v=0&f=1999.193_o10.jpg
Mirror with Lotus and Mantra,,,1271–1368,1999.221 ,Bronze,https://www.clevelandart.org/art/1999.221,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464BF72F25B5AAF83CE6D52A8773ADB9DE8425B0ECDD101973FB&s=24247294&se=1784048109&v=6&f=1999.221_o10.jpg
Album of Calligraphy and Paintings,Bian Shoumin,"(Chinese, 1684–1752)",first half of the 1700s,1999.260 ,"Album of twelve leaves, ink and color on paper",https://www.clevelandart.org/art/1999.260,https://piction.clevelandart.org/cma/ump.di?e=1051DC451CFD0BE96D8DFD8DB3E51748F00BE2E56E0C44AFD80B5755E7D83320&s=24247294&se=897422329&v=0&f=1999.260_o10.jpg
A Solitary Crane in the Bamboo Grove,Tao Hong,"(Chinese, active c. 1610–1640)",early 1600s,1999.224 ,"Album leaf, ink and color on silk",https://www.clevelandart.org/art/1999.224,https://piction.clevelandart.org/cma/ump.di?e=45769A39F7A6267FD768EB7094A5FA98273FA484F8AA59A21D007370C2A144A9&s=24247294&se=2040367084&v=4&f=1999.224_o10.jpg
Returning Peasants in a Spring Evening,Tao Hong,"(Chinese, active c. 1610–1640)",early 1600s,1999.223 ,"Album leaf, ink and color on silk",https://www.clevelandart.org/art/1999.223,https://piction.clevelandart.org/cma/ump.di?e=45769A39F7A6267FE4F7DFAABCBC4839D19DA36F1CFC08E9045016DBE3F9EE46&s=24247294&se=2040367084&v=4&f=1999.223_o10.jpg
Cruciform Mirror with Six Blossoms,,,960–1127,1999.222 ,Bronze,https://www.clevelandart.org/art/1999.222,https://piction.clevelandart.org/cma/ump.di?e=61FCA686F07A464BFD0DC91DA3E6BC7A2A70431EA5B6F8D89C1797481F472E5F&s=24247294&se=1784048109&v=6&f=1999.222_o10.jpg
Flowering Plants,Wu Rangzhi,"(Chinese, 1799–1870)",1862,2000.7 ,"Hanging scroll, ink and color on paper",https://www.clevelandart.org/art/2000.7,https://piction.clevelandart.org/cma/ump.di?e=4FBD365DB5A0A809D5DB0150FF614A24A08963C37A5F159E1E57F1256C748F02&s=24247294&se=897422329&v=0&f=2000.7_o10.jpg
Tomb Guardians,,,early 700s,2000.118 ,"Glazed earthenware, sancai (three-color) ware",https://www.clevelandart.org/art/2000.118,https://piction.clevelandart.org/cma/ump.di?e=B8FEAAA8F15D5293160223918BF65145D5A1A64F01EB7D3AEBD99903EA4FE8DF&s=24247294&se=19373218&v=1&f=%5Cd6571%5Cu221065710%5C2000.118_o10.jpg
Cleansing Medicinal Herbs in the Stream on a Spring Day,Yu Zhiding,"(Chinese, 1647–c. 1716)",1703,2000.69 ,Handscroll; ink and color on paper,https://www.clevelandart.org/art/2000.69,https://piction.clevelandart.org/cma/ump.di?e=3DB3265624526DA305D6F0AC468215E5F264A6AFA7A3441BF5E52C5429254C19&s=24247294&se=913805914&v=1&f=%5C2000.69det17_o10.jpg
Set of Headdress Ornaments,,,1700s or 1800s,2001.179 ,"Copper-silver alloy, gilding, kingfisher feathers, glass beads",https://www.clevelandart.org/art/2001.179,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664EB8F390D60B49DFED01E663AD6D5443B5C12654BB48E53915&s=24247294&se=1358319764&v=0&f=2001.179_o10.jpg
Mirror with Jade Disk Inset,,,475 BC-9 AD,2002.5 ,Bronze with nephrite and turquoise,https://www.clevelandart.org/art/2002.5,https://piction.clevelandart.org/cma/ump.di?e=9FA0595ED8BB46AB78D30BDCA98E70C24476E1FB167BCF17A541A27CC2A8D378&s=24247294&se=663729948&v=4&f=2002.5_o10.jpg
Bowl with Peonies,,,c. 1100s,2001.107 ,"Green-glazed stoneware with molded decoration, Yaozhou ware",https://www.clevelandart.org/art/2001.107,https://piction.clevelandart.org/cma/ump.di?e=BCB061E74C9BC1C19431AEBD33F57AB48C90AE7F0FAF13AC87DBA28DABFF095F&s=24247294&se=663729948&v=6&f=2001.107_o10.jpg
Layered Peaks and Splashing Waterfall: Portrait of Hua Yan as a Young Man,Hua Yan,"(Chinese, 1682–c. 1765)",1705,2001.120 ,"Hanging scroll, ink and color on silk",https://www.clevelandart.org/art/2001.120,https://piction.clevelandart.org/cma/ump.di?e=67AA56F9C1DC5DDFA3FF6E768FB6D97301A281E09F9ADF8BA26F337CEB070342&s=24247294&se=1219313793&v=5&f=2001.120_o10.jpg
Tripod (Ding),,,1000s BC,2003.2 ,Bronze,https://www.clevelandart.org/art/2003.2,https://piction.clevelandart.org/cma/ump.di?e=54198508A5919BE90BEBF4DAA8D26A39770B0586F0CABD112C94C946859CA440&s=24247294&se=792573221&v=5&f=2003.2_o10.jpg
Tree Root,,,before 1800s,2003.44 ,Wood with carved base,https://www.clevelandart.org/art/2003.44,https://piction.clevelandart.org/cma/ump.di?e=A0100E473D99D855D58C5F12EE23AAC9FA66A0DEAC90A7A2F9D639AAAF5C7BB6&s=24247294&se=663729948&v=5&f=2003.44_o10.jpg
Bamboo in Four Seasons: Spring and Autumn,,,1279–1368,2003.87 ,"Hanging scroll, ink on silk",https://www.clevelandart.org/art/2003.87,https://piction.clevelandart.org/cma/ump.di?e=1CDC6A29081C5BD76FAB1500406E3E4668DAFF3E7D2C6AD660E01714F3B31B2C&s=24247294&se=663729948&v=1&f=%5Cd6601%5Cu221066016%5C2003.87_o10.jpg
Calligraphy in Running Style based on Wang Bo's Essay on Tengwang Pavilion,Tiebao,"(Chinese, 1752–1824)",1811,2001.42 ,"Handscroll, ink on paper",https://www.clevelandart.org/art/2001.42,https://piction.clevelandart.org/cma/ump.di?e=DFAD92E0B0B32D3C744102751F5734A6BCDB1FF4585F4E3655D9BC3ED4337E5B&s=24247294&se=897422329&v=6&f=2001.42_o10.jpg
"Jar with Flowers, Rocks and Pheasants",,,1662–1722,2003.258 ,"Enameled porcelain, with susancai (plain three-color) decoration",https://www.clevelandart.org/art/2003.258,https://piction.clevelandart.org/cma/ump.di?e=6A111FB3078589B73DEF68AB3FEE1EBA3A689C21CC42FC2234AF356509693825&s=24247294&se=663729948&v=3&f=2003.258_o10.jpg
Cloud-Collar Pillow with Waves,,,1000s-1100s,2003.88 ,Glazed porcelain with incised and carved decoration,https://www.clevelandart.org/art/2003.88,https://piction.clevelandart.org/cma/ump.di?e=990BD6201C27B5CD27640F4F90D8E2A91152A1816D7A812C66C65F2C89AAE06F&s=24247294&se=663729948&v=7&f=2003.88_o10.jpg
Pair of Bowls with Yellow Glaze,,,1723–35,2003.259 ,Glazed porcelain,https://www.clevelandart.org/art/2003.259,https://piction.clevelandart.org/cma/ump.di?e=0EA08826AFAB664ECB3C0EA28082ED7ECB356F8E0F68F4A6EDC6D619F1577043&s=24247294&se=663729948&v=0&f=2003.259_o10.jpg
Bowl with Yellow Glaze,,,1821–50,2003.263 ,Glazed porcelain,https://www.clevelandart.org/art/2003.263,https://piction.clevelandart.org/cma/ump.di?e=6C4006907967A5A226E2F009E0181C8C1D13B423993074118D6AE2EBF13DF307&s=24247294&se=663729948&v=6&f=2003.263_o10.jpg
Small Dish with Yellow Monochrome Glaze,,,1723–35,2003.260 ,Enameled porcelain,https://www.clevelandart.org/art/2003.260,https://piction.clevelandart.org/cma/ump.di?e=6C4006907967A5A28B05AC4194C7CF822BC7BBAED2EB4DF82D7AB41D1F2675EB&s=24247294&se=792573221&v=6&f=2003.260_o10.jpg
Small Dish with Yellow Enamel,,,1736–95,2003.261 ,Enameled porcelain,https://www.clevelandart.org/art/2003.261,https://piction.clevelandart.org/cma/ump.di?e=6C4006907967A5A2D6804F6C16C6475AC5BC91CF7C143A2E35F6D767C8103CFD&s=24247294&se=663729948&v=6&f=2003.261_o10.jpg
Large Bowl with Yellow Enamel,,,1821–50,2003.264 ,Enameled porcelain,https://www.clevelandart.org/art/2003.264,https://piction.clevelandart.org/cma/ump.di?e=6C4006907967A5A290B2F639896A1655DD9253EFE7E5DCB7DFB2EFDD6D0BDC4D&s=24247294&se=663729948&v=6&f=2003.264_o10.jpg
Dish with Green Glaze and Carved Floral Designs,,,1736–95,2003.262 ,Glazed porcelain,https://www.clevelandart.org/art/2003.262,https://piction.clevelandart.org/cma/ump.di?e=6C4006907967A5A2A1567E97962760E5556DE42FFCC257831408531340F14126&s=24247294&se=663729948&v=6&f=2003.262_o10.jpg
Frozen Landscape,Hung Hsien,"(Chinese, b. 1933)",1985–90,2003.286 ,"Hanging scroll, ink and color on paper",https://www.clevelandart.org/art/2003.286,https://piction.clevelandart.org/cma/ump.di?e=6A111FB3078589B72C3EF75E6AF2C0570509251013FEEAEA65B8D69CA155357A&s=24247294&se=663729948&v=6&f=2003.286det01_o10.jpg
Lineage Portrait of Buddhist Monks,,,1600s,2003.352 ,"Hanging scroll mounted on a panel (framed); ink, color, and gold on paper",https://www.clevelandart.org/art/2003.352,https://piction.clevelandart.org/cma/ump.di?e=BCDA382CB52D80AEA0254B6E6FF19D349ADDB2CCF9878424608B8EAEE3C7833C&s=24247294&se=2138638387&v=3&f=%5Cd5630%5Cu259056306%5C2003.352_o10.jpg
